id_registro,texto_original,dimension_psicologica,nivel_riesgo_estimado
156,"Me he sentido muy distraído últimamente y eso realmente está empezando a preocuparme. Es como si mis pensamientos estuvieran por todos lados y no pudiera concentrarme en nada. También noto que mi mente sigue divagando hacia pensamientos sexuales, lo que me provoca aún más ansiedad. No sé qué me pasa.",Ansiedad (DASS-21),Moderado
157,"Me siento tan perdida, como si me estuviera ahogando en un mar de fracasos. Todo a mi alrededor parece gris y pesado. No sé cómo seguir adelante.",General / Apoyo Emocional,Bajo
158,"Últimamente me he sentido muy nervioso, especialmente en lo que respecta a mi carrera. No sé si estoy en el camino correcto o si estoy tomando las decisiones correctas.",Ansiedad (DASS-21),Moderado
159,"Me siento aliviado ahora que el divorcio es definitivo. Pero al mismo tiempo, no puedo evitar sentirme ansioso por lo que viene después.",General / Apoyo Emocional,Bajo
160,¡Hola! Estoy muy emocionado de estar aquí hoy. Últimamente he estado lidiando con algo de estrés relacionado con el trabajo y esto ha estado afectando mi autoestima. Simplemente no siento que estoy rindiendo al máximo y eso me hace cuestionar mis habilidades.,Estrés (DASS-21),Moderado
161,"Últimamente me he sentido muy preocupado, especialmente por mi trabajo.",Ansiedad (DASS-21),Moderado
162,Me siento muy avergonzado de la forma en que el trabajo está tomando el control de mi vida. Es como si no pudiera escapar de la presión y las exigencias constantes.,Estrés (DASS-21),Moderado
163,"Tengo mucho miedo, . Últimamente estoy teniendo dificultades con la comunicación.",Ansiedad (DASS-21),Moderado
164,Me siento muy avergonzada y abrumada por el estrés relacionado con el trabajo. Constantemente siento que mis colegas me acosan y eso está afectando mi bienestar mental.,Estrés (DASS-21),Moderado
165,Estoy agradecido de tener esta oportunidad de hablar sobre mi lucha contra la adicción. Es algo que me ha perseguido desde mi infancia.,General / Apoyo Emocional,Bajo
166,"Hola , últimamente me he sentido muy distraído y eso ha estado afectando mi autoestima. Creo que podría tener algo que ver con el acoso que sufrí en el pasado.",General / Apoyo Emocional,Bajo
167,"Me siento tan confundida, . Simplemente no entiendo por qué siento constantemente esta abrumadora sensación de ansiedad. Es como una nube oscura que me sigue a todas partes. Intento identificar la causa, pero es esquiva e intangible. Siento este inmenso peso sobre mis hombros, como si estuviera cargando constantemente el peso del mundo. La responsabilidad se siente asfixiante.",Estrés (DASS-21),Crítico
168,"Hola , me siento muy triste. Han pasado algunos meses desde mi divorcio y parece que no puedo deshacerme de este sentimiento de pena.",General / Apoyo Emocional,Bajo
169,"Hola , espero que te encuentres bien hoy. Quería hablar contigo sobre algo que me ha estado molestando últimamente. Me siento muy agradecido por mi trabajo, pero al mismo tiempo también siento una sensación de traición.",General / Apoyo Emocional,Bajo
170,"Hola , espero que te encuentres bien hoy. Últimamente me he sentido un poco abrumado y no puedo deshacerme de este sentimiento de culpa que me ha estado agobiando. Está relacionado con algo sexual y no sé cómo procesarlo. ¿Podemos hablar de estrés laboral?",Estrés (DASS-21),Crítico
171,"¡Hola, ! Me siento muy emocionado hoy, pero también hay un dolor subyacente del que parece que no puedo deshacerme. Es como una extraña mezcla de emociones arremolinándose dentro de mí.",General / Apoyo Emocional,Bajo
172,Me siento muy molesto y recientemente he experimentado una pérdida significativa.,General / Apoyo Emocional,Bajo
173,"Hola , últimamente me siento muy cansado. Ha pasado un tiempo desde que mi ser querido falleció y mi dolor parece estar arrastrándome hacia abajo.",Burnout Estudiantil (MBI-SS),Moderado
174,"Estoy tan agotada, . Es como si nunca pudiera tomar un descanso. Y todo se remonta a mi infancia.",General / Apoyo Emocional,Bajo
175,"Es muy doloroso, . Estoy pasando por una ruptura y el sentimiento de rechazo es abrumador.",Estrés (DASS-21),Moderado
176,"Me siento tan avergonzado, . Necesito cambiar.",General / Apoyo Emocional,Bajo
177,Me siento muy a la defensiva ante esta ruptura. No entiendo cómo nuestra relación salió tan mal.,General / Apoyo Emocional,Bajo
178,"Hola , últimamente me he sentido muy estresado, especialmente en relación con el trabajo. Ha estado afectando mi felicidad general e incluso mi matrimonio. Simplemente no sé qué hacer.",Estrés (DASS-21),Moderado
179,"Últimamente me he sentido muy nervioso, especialmente en lo que respecta a la comunicación en el trabajo. Se está volviendo abrumador.",Estrés (DASS-21),Moderado
180,"Últimamente me he sentido muy disgustado con mi trabajo, . Ha sido una gran lucha lidiar con la presión y las demandas constantes. Siento que ya no tengo control sobre mi propia vida. La comunicación dentro de mi equipo también es muy pobre, lo que hace que todo sea aún más abrumador. Sólo necesito orientación sobre cómo navegar a través de esto.",Estrés (DASS-21),Crítico
181,"Hola , espero que te encuentres bien. Quería hablar contigo hoy porque últimamente me he sentido muy avergonzado por mis finanzas.",General / Apoyo Emocional,Bajo
182,"Estoy frustrado, . Mi familia está constantemente en desacuerdo y ya no sé cómo lidiar con eso. Mis expectativas de una familia armoniosa parecen imposibles de alcanzar.",General / Apoyo Emocional,Bajo
183,"Hola , realmente necesito hablar con alguien. Me siento muy avergonzada por algo, y se trata de mi novio.",General / Apoyo Emocional,Bajo
184,Me siento tan avergonzada y llena de inseguridad. Es como un peso constante en mi pecho y no puedo escapar de él.,General / Apoyo Emocional,Bajo
185,"¡Hola, ! Espero que lo estés haciendo bién. Últimamente me he sentido en conflicto con mi trabajo y eso ha afectado mi felicidad general.",General / Apoyo Emocional,Bajo
186,"Me siento muy deprimido últimamente, . He estado luchando con este sentimiento abrumador de tristeza y desesperanza. Ha sido muy difícil incluso levantarse de la cama por la mañana. Solía ​​​​tener confianza y ser feliz, pero ahora todo lo que siento es una profunda sensación de depresión.",Estrés (DASS-21),Crítico
187,"Últimamente me he sentido muy a la defensiva, especialmente cuando se trata de hablar sobre el estrés relacionado con el trabajo. Es como si hubiera construido estos muros a mi alrededor, con miedo de dejar entrar a alguien. Pero al mismo tiempo, tengo estas metas ardientes que quiero alcanzar y el estrés parece estar frenándome.",Estrés (DASS-21),Moderado
188,"Hola , espero que puedas ayudarme. Últimamente me he sentido increíblemente deprimido y desesperado. Parece que todo lo que intento termina en fracaso. Tuve este sueño, ya sabes, un sueño que haría mi vida completa, pero se siente tan fuera de mi alcance en este momento.",General / Apoyo Emocional,Bajo
189,"Hola , espero que te encuentres bien. Quería hablar contigo sobre algo que me ronda por la cabeza últimamente. Me he sentido bastante nervioso por un conflicto que estoy experimentando con mis amigos y realmente me está trayendo algunos recuerdos de la infancia.",Ansiedad (DASS-21),Moderado
190,Han pasado semanas desde la ruptura y no puedo encontrar la paz dentro de mí. Siento esta abrumadora sensación de dependencia de mi ex y me está destrozando.,Estrés (DASS-21),Moderado
191,"Hola , espero que estés teniendo un día maravilloso! Quería hablar sobre algo que ha estado en mi mente últimamente. Verás, últimamente me he sentido un poco aislado, como si no tuviera a nadie en quien apoyarme. Ha sido duro, ¿sabes?",General / Apoyo Emocional,Bajo
192,Últimamente me he sentido muy celoso y creo que es por mis finanzas.,General / Apoyo Emocional,Bajo
193,"Me siento muy cansado, . Parece que no puedo deshacerme de este sentimiento de agotamiento constante.",Burnout Estudiantil (MBI-SS),Moderado
194,"Hola , espero que te encuentres bien hoy. Me alegra mucho tener un amigo como tú con quien hablar. Pero, sinceramente, estoy en un estado de pánico y no sé cómo afrontarlo.",Ansiedad (DASS-21),Moderado
195,Hola . Espero que estés bien hoy. Últimamente he estado luchando contra mucho estrés relacionado con el trabajo y estoy empezando a darme cuenta de que está afectando mi bienestar general. He tomado la decisión de buscar terapia que me ayude a encontrar formas más saludables de afrontar este estrés.,Estrés (DASS-21),Moderado
196,"Hola , espero que te encuentres bien. Últimamente me he sentido muy desanimado y creo que se debe a mi reciente ruptura. Ha sido muy difícil para mí seguir adelante y no puedo evitar sentir celos cada vez que veo a mi ex con otra persona. Solíamos ir a la misma escuela y verlos allí hace que todo sea más difícil.",General / Apoyo Emocional,Bajo
197,"Me he sentido solo últimamente, . Es difícil admitirlo, pero realmente necesito alguien con quien hablar. Mis problemas en el trabajo me han estado agobiando.",General / Apoyo Emocional,Bajo
198,"Estoy en shock, . Me acabo de enterar que mi pareja me ha estado engañando.",General / Apoyo Emocional,Bajo
199,"Hola , espero que estés bien. Realmente necesitaba alguien con quien hablar porque me siento muy desanimada. Acabo de pasar por una angustia realmente dura y siento como si hubiera vuelto a fallar en el amor. Es tan doloroso.",General / Apoyo Emocional,Bajo
200,"Hola , espero que te encuentres bien hoy. Quería hablar con alguien sobre lo que ha estado pasando en mi vida últimamente. Me he sentido exhausto y cansado todo el tiempo y parece que no puedo deshacerme de esta abrumadora sensación de fatiga. Realmente me está pasando factura.",Burnout Estudiantil (MBI-SS),Crítico
201,"Hola , espero que estés bien. Últimamente me he sentido un poco molesto por algo y realmente me vendría bien tu ayuda. Verá, mi prometida y yo hemos estado soñando con nuestra boda durante mucho tiempo, pero con todas las restricciones e incertidumbres actuales, parece que nuestro sueño puede no hacerse realidad. Ha sido una fuente de estrés y tristeza para ambos.",Estrés (DASS-21),Moderado
202,"Me he sentido muy triste últimamente, . Se trata de mi marido, ¿sabes? No puedo evitar sentirme ansioso por un sueño que siempre he tenido. Quiero hablar de ello, si te parece bien.",General / Apoyo Emocional,Bajo
203,"Hola , espero que te encuentres bien hoy. Quería hablar contigo sobre algo que tengo en mente. A pesar de sentirme feliz en general, últimamente he pasado por algunos momentos de inseguridad.",General / Apoyo Emocional,Bajo
204,"Hola , espero que te encuentres bien. Quería hablar contigo sobre algo que me ha estado molestando últimamente. Me he sentido decepcionado conmigo mismo y eso realmente está afectando mi autoestima.",General / Apoyo Emocional,Bajo
205,"Me siento aliviado de estar finalmente aquí, . He estado luchando contra una sensación de dependencia que me ha estado agobiando.",General / Apoyo Emocional,Bajo
206,Últimamente me siento muy enojado y eso está afectando mi capacidad para mantener amistades.,General / Apoyo Emocional,Bajo
207,"¡Oye ! Estoy muy emocionado de hablar contigo hoy. La familia es una parte muy importante de mi vida y últimamente he estado lidiando con algunos problemas de salud que me han afectado no solo a mí, sino también a mis seres queridos.",General / Apoyo Emocional,Bajo
208,"Me he sentido muy deprimido últimamente, . Pero tengo la esperanza de que nuestra sesión de hoy pueda ayudarme a encontrar algo de luz en esta oscuridad. Es sólo que he estado luchando con la pérdida de alguien muy cercano a mí en mi familia.",General / Apoyo Emocional,Bajo
209,Últimamente me siento muy deprimido... Ella me dejó y parece que no puedo deshacerme de este sentimiento de vacío.,General / Apoyo Emocional,Bajo
210,"Estoy tan cansada, . Han pasado semanas y todavía no he podido pasar de él. El dolor es abrumador.",Estrés (DASS-21),Moderado
211,"Hola , espero que te encuentres bien hoy. Quería acercarte porque siento que podrías ser un amigo para mí. Verá, últimamente he estado luchando contra la ansiedad y ha estado afectando mi vida diaria.",Ansiedad (DASS-21),Moderado
212,"Me siento tan celoso de los sueños de otras personas. Es como si todos los que me rodeaban estuvieran avanzando, logrando sus objetivos, y aquí estoy yo, atrapada en este oscuro agujero de ansiedad. Parece que no puedo escapar de ello por mucho que lo intente.",Ansiedad (DASS-21),Moderado
